Harvests;Plots;Replicates;Hybrids;yd;wb
Yr9;1302;2;H130;16.75333333;0
Yr9;1303;3;H130;38.39666667;0
Yr9;1304;4;H130;28.4;0
Yr9;1305;5;H130;32.74333333;0
Yr9;1306;6;H130;44.75333333;1
Yr9;1307;7;H130;25.40666667;0
Yr9;1308;8;H130;34.63333333;0
Yr9;1309;9;H130;49.39333333;0
Yr9;1311;1;H131;24.82666667;1
Yr9;1312;2;H131;16.94666667;0
Yr9;1313;3;H131;21.74;0
Yr9;1314;4;H131;34.26;0
Yr9;1315;5;H131;46.99666667;0
Yr9;1316;6;H131;34.1;0
Yr9;1317;7;H131;19.98666667;0
Yr9;1318;8;H131;36.75333333;0
Yr9;1319;9;H131;22.57;0
Yr9;1321;1;H132;34.04333333;0
Yr9;1322;2;H132;29.61333333;0
Yr9;1323;3;H132;18.79333333;0
Yr9;1324;4;H132;37.34;0
Yr9;1325;5;H132;40.87;0
Yr9;1326;6;H132;29.26666667;0
Yr9;1327;7;H132;44.76333333;0
Yr9;1328;8;H132;34.53;0
Yr9;1329;9;H132;34.54;0
Yr9;1331;1;H133;36.515;0
Yr9;1332;2;H133;19.47;0
Yr9;1333;3;H133;18.32333333;0
Yr9;1334;4;H133;29.45;0
Yr9;1335;5;H133;25.34666667;0
Yr9;1346;6;H134;35.81;0
Yr9;1347;7;H134;43.69;0
Yr9;1348;8;H134;26.40666667;0
Yr9;1349;9;H134;55.89;0
Yr9;1351;1;H135;15.18;0
Yr9;1352;2;H135;41.42333333;0
Yr9;1353;3;H135;16.01333333;0
Yr9;1354;4;H135;13.75;0
Yr9;1355;5;H135;23.33;0
Yr9;1356;6;H135;17.49;0
Yr9;1357;7;H135;39.79333333;0
Yr9;1358;8;H135;38.98666667;0
Yr9;1359;9;H135;44.34333333;0
Yr9;1361;1;H136;38.25;0
Yr9;1362;2;H136;20.86;0
Yr9;1363;3;H136;21.57333333;0
Yr9;1364;4;H136;18.80666667;0
Yr9;1365;5;H136;31.775;0
Yr9;1366;6;H136;37.91333333;1
Yr9;1367;7;H136;41.94666667;0
Yr9;1368;8;H136;47.24333333;1
Yr9;1369;9;H136;27.55666667;0
Yr9;1371;1;H137;30.6;0
Yr9;1372;2;H137;26.49;0
Yr9;1373;3;H137;23.70666667;0
Yr9;1374;4;H137;41.24333333;0
Yr9;1375;5;H137;47.86666667;0
Yr9;1376;6;H137;55.16666667;0
Yr9;1377;7;H137;23.46666667;0
Yr9;1378;8;H137;35.265;0
Yr9;1379;9;H137;23.66666667;0
Yr9;1381;1;H138;46.10666667;0
Yr9;1382;2;H138;21.02333333;1
Yr9;1383;3;H138;41.45;0
Yr9;1384;4;H138;22.59333333;0
Yr9;1385;5;H138;22.03;0
Yr9;1386;6;H138;33.84;1
Yr9;1387;7;H138;25.85666667;1
Yr9;1388;8;H138;33.19;0
Yr9;1389;9;H138;29.675;0
Yr9;1401;1;H140;30.045;0
Yr9;1402;2;H140;38.78;0
Yr9;1403;3;H140;25.40666667;1
Yr9;1404;4;H140;40.25666667;0
Yr9;1405;5;H140;33.84;0
Yr9;1436;6;H143;46.76;0
Yr9;1437;7;H143;37.47;0
Yr9;1438;8;H143;36.42333333;0
Yr9;1439;9;H143;29.18333333;0
Yr9;1446;6;H144;43.35;0
Yr9;1447;7;H144;25.69666667;1
Yr9;1448;8;H144;40.69;0
Yr9;1449;9;H144;42.89333333;0
Yr9;1491;1;H149;31.60666667;0
Yr9;1492;2;H149;33.4;0
Yr9;1493;3;H149;28.43;0
Yr9;1494;4;H149;35.715;0
Yr9;1495;5;H149;56.15;0
Yr9;1506;6;H150;31.75;1
Yr9;1507;7;H150;49;0
Yr9;1508;8;H150;28.17333333;0
Yr9;1509;9;H150;30.30666667;1
Yr9;1521;1;H152;50.40333333;0
Yr9;1522;2;H152;39.06;0
Yr9;1523;3;H152;32.84666667;0
Yr9;1524;4;H152;19.96;0
Yr9;1525;5;H152;21.75333333;0
Yr9;1526;6;H152;40.11333333;1
Yr9;1527;7;H152;23;0
Yr9;1528;8;H152;55.69666667;0
Yr9;1529;9;H152;30.31;1
Yr9;1571;1;H157;59.00333333;0
Yr9;1572;2;H157;37.325;0
Yr9;1573;3;H157;26.27333333;0
Yr9;1574;4;H157;34.38333333;0
Yr9;1575;5;H157;37.24666667;0
Yr9;1611;1;H161;25.55;0
Yr9;1612;2;H161;43.26;0
Yr9;1613;3;H161;63.7;0
Yr9;1614;4;H161;25.13333333;1
Yr9;1615;5;H161;48.37;1
Yr9;1626;6;H162;46.08333333;1
Yr9;1627;7;H162;32.92;1
Yr9;1628;8;H162;48.58;1
Yr9;1629;9;H162;45.18333333;1
Yr9;1636;6;H163;49.565;0
Yr9;1637;7;H163;32.67;1
Yr9;1638;8;H163;32.89333333;0
Yr9;1639;9;H163;35.605;0
Yr9;1651;1;H165;50.62;0
Yr9;1652;2;H165;43.00333333;0
Yr9;1653;3;H165;41.10666667;0
Yr9;1654;4;H165;59.44333333;0
Yr9;1655;5;H165;22.10666667;0
Yr9;1656;6;H165;51.52;0
Yr9;1657;7;H165;31.73333333;0
Yr9;1658;8;H165;54.56666667;0
Yr9;1659;9;H165;26.88333333;0
Yr9;1661;1;H166;14.855;0
Yr9;1662;2;H166;21.22;0
Yr9;1663;3;H166;26.41333333;0
Yr9;1664;4;H166;13.545;0
Yr9;1665;5;H166;42.05;0
Yr9;1666;6;H166;47.19;0
Yr9;1667;7;H166;29.205;1
Yr9;1668;8;H166;NA;NA
Yr9;1669;9;H166;45.9;0
Yr9;1671;1;H167;25.89;0
Yr9;1672;2;H167;27.50666667;0
Yr9;1673;3;H167;20.50333333;0
Yr9;1674;4;H167;32.02333333;0
Yr9;1675;5;H167;25.22333333;0
Yr9;1696;6;H169;52.26;0
Yr9;1697;7;H169;39.99;0
Yr9;1698;8;H169;25.25;1
Yr9;1699;9;H169;28.17666667;1
Yr9;11710;10;H117;68.445;0
Yr9;11810;10;H118;11.16;0
Yr9;12110;10;H121;17.29;0
Yr9;12310;10;H123;43.58666667;0
Yr9;12410;10;H124;22.09333333;0
Yr9;12510;10;H125;54.97666667;0
Yr9;12610;10;H126;47.04;0
Yr9;12710;10;H127;36.67666667;0
Yr9;13010;10;H130;66.35;1
Yr9;13110;10;H131;27.46333333;0
Yr9;13210;10;H132;34.93666667;1
Yr9;13410;10;H134;28.91;0
Yr9;13510;10;H135;41.06333333;0
Yr9;13610;10;H136;30.62333333;0
Yr9;13710;10;H137;30.78666667;0
Yr9;13810;10;H138;39.28;1
Yr9;14310;10;H143;32.66;0
Yr9;14410;10;H144;27.77;0
Yr9;15010;10;H150;43.51;0
Yr9;15210;10;H152;39.96333333;0
Yr9;16210;10;H162;49.70666667;1
Yr9;16310;10;H163;42.58;0
Yr9;16510;10;H165;21.37666667;0
Yr9;16610;10;H166;62.7;0
Yr9;16910;10;H169;55.3;1
